time (Julian Date),adjusted_flux (solar flux unit (SFU))
2452312.333,196.9
2452312.416,196.5
2452313.25,185.8
2452313.333,186.6
2452313.416,188.7
2452314.333,186.4
2452314.416,188.0
2452315.25,192.7
2452315.333,194.1
2452315.416,195.7
2452316.25,201.5
2452316.333,210.9
2452316.416,203.6
2452317.25,196.0
2452317.333,196.6
2452317.416,199.4
2452318.25,203.5
2452318.333,203.1
2452318.416,205.3
2452319.25,197.3
2452319.333,198.5
2452319.416,198.8
2452320.25,192.5
2452320.333,191.3
2452320.416,191.6
2452321.25,190.0
2452321.333,190.3
2452321.416,190.6
2452322.25,187.5
2452322.333,188.9
2452322.416,186.4
2452323.25,192.4
2452323.333,192.0
2452323.416,191.1
2452324.25,185.9
2452324.333,188.4
2452324.416,203.4
2452325.25,184.4
2452325.333,185.1
2452325.416,187.5
2452326.25,191.3
2452326.333,189.1
2452326.416,192.0
2452327.25,188.6
2452327.333,196.7
2452327.416,197.1
2452328.25,186.8
2452328.333,187.9
2452328.416,190.9
2452329.25,183.8
2452329.333,184.2
2452329.416,185.3
2452330.25,191.3
2452330.333,188.9
2452330.416,191.8
2452331.25,203.5
2452331.333,206.4
2452331.416,203.4
2452332.25,201.9
2452332.333,203.5
2452332.416,199.9
2452333.25,199.7
2452333.333,194.9
2452333.416,194.6
2452334.25,194.9
2452334.333,200.4
2452334.416,193.4
2452335.208,185.7
2452335.333,184.3
2452335.458,182.8
2452336.208,189.6
2452336.333,187.6
2452336.458,185.0
2452337.208,180.1
2452337.333,179.6
2452337.458,180.1
2452338.208,173.9
2452338.333,172.0
2452338.458,173.4
2452339.208,171.6
2452339.333,169.4
2452339.458,173.2
2452340.208,175.4
2452340.333,175.0
2452340.458,174.8
2452341.208,176.0
2452341.333,177.0
2452341.458,182.2
2452342.208,169.4
2452342.333,174.2
2452342.458,173.0
2452343.208,181.2
2452343.333,204.8
2452343.458,190.4
2452344.208,177.0
2452344.333,176.9
2452344.458,186.2
2452345.208,179.3
2452345.333,180.0
2452345.458,183.9
2452346.208,174.0
2452346.333,176.2
2452346.458,178.5
2452347.208,180.3
2452347.333,182.1
2452347.458,190.1
2452348.208,176.2
2452348.333,178.6
2452348.458,178.9
2452349.208,174.9
2452349.333,174.0
2452349.458,260.7
2452350.208,180.1
2452350.333,182.7
2452350.458,178.1
2452351.208,183.8
2452351.333,182.7
2452351.458,182.7
2452352.208,179.8
2452352.333,176.5
2452352.458,173.2
2452353.208,171.1
2452353.333,173.3
2452353.458,171.4
2452354.208,181.3
2452354.333,186.3
2452354.458,182.3
2452355.208,174.3
2452355.333,172.8
2452355.458,172.0
2452356.208,171.2
2452356.333,170.4
2452356.458,169.8
2452357.208,168.8
2452357.333,169.4
2452357.458,169.9
2452358.208,168.7
2452358.333,174.3
2452358.458,172.3
2452359.208,170.7
2452359.333,169.1
2452359.458,165.2
2452360.208,164.4
2452360.333,164.9
2452360.458,167.1
2452361.208,165.0
2452361.333,168.4
2452361.458,172.6
2452362.208,172.4
2452362.333,175.6
2452362.458,174.7
2452363.208,180.3
2452363.333,180.8
2452363.458,182.3
2452364.208,179.7
2452364.333,188.2
2452364.458,194.7
2452365.208,198.2
2452365.333,204.0
2452365.458,208.5
2452366.208,202.0
2452366.333,206.7
2452366.458,207.0
2452367.208,204.8
2452367.333,205.9
2452367.458,208.5
2452368.208,209.5
2452368.333,209.4
2452368.458,211.3
2452369.208,212.8
2452369.333,216.3
2452369.458,224.8
2452370.208,220.1
2452370.333,217.6
2452370.458,217.3
2452371.208,207.6
2452371.333,206.7
2452371.458,208.3
2452372.208,209.2
2452372.333,208.4
2452372.458,209.9
2452373.208,207.7
2452373.333,206.8
2452373.458,210.1
2452374.208,207.6
2452374.333,205.8
2452374.458,204.0
2452375.208,199.0
2452375.333,195.1
2452375.458,207.0
2452376.208,197.2
2452376.333,198.3
2452376.458,202.2
2452377.208,215.3
2452377.333,213.0
2452377.458,211.0
2452378.208,224.7
2452378.333,227.3
2452378.458,223.6
2452379.208,211.3
2452379.333,211.6
2452379.458,215.9
2452380.208,204.0
2452380.333,204.7
2452380.458,208.6
2452381.208,190.7
2452381.333,197.2
2452381.458,202.1
2452382.208,194.7
2452382.333,195.0
2452382.458,192.8
2452383.208,189.6
2452383.333,189.8
2452383.458,186.6
2452384.208,182.1
2452384.333,181.4
2452384.458,180.0
2452385.208,177.9
2452385.333,179.0
2452385.458,176.4
2452386.208,173.7
2452386.333,175.1
2452386.458,172.2
2452387.208,167.8
2452387.333,171.7
2452387.458,175.1
2452388.208,173.0
2452388.333,177.2
2452388.458,179.2
2452389.208,180.7
2452389.333,178.9
2452389.458,176.1
2452390.208,168.6
2452390.333,169.3
2452390.458,167.4
2452391.208,160.1
2452391.333,164.7
2452391.458,167.9
2452392.208,164.8
2452392.333,159.0
2452392.458,161.0
2452393.208,149.9
2452393.333,149.2
2452393.458,156.5
2452394.208,154.7
2452394.333,155.2
2452394.458,155.0
2452395.208,156.5
2452395.333,155.6
2452395.458,160.0
2452396.208,162.4
2452396.333,164.9
2452396.458,166.2
2452397.208,173.1
2452397.333,171.7
2452397.458,187.1
2452398.208,183.4
2452398.333,182.0
2452398.458,187.0
2452399.208,195.0
2452399.333,192.7
2452399.458,192.4
2452400.208,187.9
2452400.333,183.2
2452400.458,186.6
2452401.208,193.1
2452401.333,194.3
2452401.458,192.2
2452402.208,190.2
2452402.333,190.3
2452402.458,191.4
2452403.208,191.1
2452403.333,190.2
2452403.458,191.9
2452404.208,188.8
2452404.333,193.7
2452404.458,195.0
2452405.208,196.6
2452405.333,194.8
2452405.458,195.5
2452406.208,193.2
2452406.333,191.8
2452406.458,195.8
2452407.208,185.3
2452407.333,187.1
2452407.458,185.7
2452408.208,175.3
2452408.333,175.6
2452408.458,174.9
2452409.208,167.6
2452409.333,164.2
2452409.458,163.8
2452410.208,165.0
2452410.333,162.7
2452410.458,164.3
2452411.208,163.3
2452411.333,162.0
2452411.458,161.1
2452412.208,160.5
2452412.333,160.7
2452412.458,163.8
2452413.208,171.3
2452413.333,166.8
2452413.458,168.4
2452414.208,172.6
2452414.333,175.0
2452414.458,182.0
2452415.208,182.7
2452415.333,175.4
2452415.458,177.7
2452416.208,189.3
2452416.333,190.4
2452416.458,197.8
2452417.208,183.5
2452417.333,185.6
2452417.458,185.9
2452418.208,188.6
2452418.333,184.8
2452418.458,185.7
2452419.208,185.5
2452419.333,193.9
2452419.458,188.0
2452420.208,188.3
2452420.333,187.4
2452420.458,188.7
2452421.208,190.4
2452421.333,188.0
2452421.458,190.4
2452422.208,192.5
2452422.333,191.6
2452422.458,192.6
2452423.208,192.0
2452423.333,191.4
2452423.458,191.6
2452424.208,186.6
2452424.333,189.8
2452424.458,189.0
2452425.208,196.0
2452425.333,185.1
2452425.458,207.4
2452426.208,187.3
2452426.333,187.0
2452426.458,188.6
2452427.208,184.8
2452427.333,183.9
2452427.458,187.4
2452428.208,182.1
2452428.333,180.0
2452428.458,188.4
2452429.208,177.5
2452429.333,175.4
2452429.458,174.6
2452430.208,180.8
2452430.333,174.7
2452430.458,174.1
2452431.208,164.8
2452431.333,163.7
2452431.458,164.3
2452432.208,161.9
2452432.333,159.1
2452432.458,159.3
2452433.208,162.2
2452433.333,163.1
2452433.458,162.4
2452434.208,162.7
2452434.333,159.9
2452434.458,161.6
2452435.208,161.1
2452435.333,161.9
2452435.458,163.9
2452436.208,157.5
2452436.333,156.2
2452436.458,158.2
2452437.208,153.9
2452437.333,152.4
2452437.458,152.9
2452438.208,147.1
2452438.333,146.2
2452438.458,146.5
2452439.208,138.7
2452439.333,137.6
2452439.458,140.4
2452440.208,136.8
2452440.333,135.6
2452440.458,138.3
2452441.208,140.3
2452441.333,139.7
2452441.458,140.8
2452442.208,140.9
2452442.333,141.0
2452442.458,141.6
2452443.208,142.6
2452443.333,147.5
2452443.458,148.9
2452444.208,149.0
2452444.333,147.5
2452444.458,145.8
2452445.208,151.5
2452445.333,150.5
2452445.458,151.3
2452446.208,150.7
2452446.333,149.8
2452446.458,149.5
2452447.208,144.6
2452447.333,144.2
2452447.458,147.3
2452448.208,148.3
2452448.333,146.6
2452448.458,146.5
2452449.208,148.3
2452449.333,147.5
2452449.458,148.0
2452450.208,156.9
2452450.333,155.3
2452450.458,154.3
2452451.208,150.9
2452451.333,149.5
2452451.458,149.8
2452452.208,148.8
2452452.333,148.6
2452452.458,147.2
2452453.208,143.1
2452453.333,143.2
2452453.458,144.2
2452454.208,143.3
2452454.333,141.9
2452454.458,144.6
2452455.208,148.8
2452455.333,147.5
2452455.458,149.7
2452456.208,154.6
2452456.333,151.4
2452456.458,150.4
2452457.208,155.6
2452457.333,152.3
2452457.458,150.8
2452458.208,149.1
2452458.333,153.5
2452458.458,149.7
2452459.208,152.4
2452459.333,178.3
2452459.458,164.1
2452460.208,153.9
2452460.333,151.3
2452460.458,146.6
2452461.208,144.1
2452461.333,143.5
2452461.458,143.9
2452462.208,137.4
2452462.333,138.0
2452462.458,139.3
2452463.208,137.5
2452463.333,141.5
2452463.458,141.2
2452464.208,135.6
2452464.333,135.3
2452464.458,136.4
2452465.208,137.8
2452465.333,140.9
2452465.458,137.4
2452466.208,132.2
2452466.333,133.1
2452466.458,135.7
2452467.208,152.6
2452467.333,141.0
2452467.458,135.9
2452468.208,137.7
2452468.333,137.7
2452468.458,139.7
2452469.208,140.7
2452469.333,139.4
2452469.458,139.8
2452470.208,150.4
2452470.333,148.6
2452470.458,152.3
2452471.208,164.8
2452471.333,334.3
2452471.458,203.6
2452472.208,185.7
2452472.333,177.2
2452472.458,182.3
2452473.208,182.0
2452473.333,185.9
2452473.458,186.7
2452474.208,185.1
2452474.333,186.6
2452474.458,187.2
2452475.208,194.3
2452475.333,188.3
2452475.458,187.7
2452476.208,187.9
2452476.333,190.7
2452476.458,191.6
2452477.208,191.6
2452477.333,188.7
2452477.458,192.1
2452478.208,196.2
2452478.333,195.8
2452478.458,203.3
2452479.208,195.0
2452479.333,204.6
2452479.458,210.0
2452480.208,219.6
2452480.333,215.0
2452480.458,219.0
2452481.208,222.2
2452481.333,224.5
2452481.458,235.3
2452482.208,240.4
2452482.333,249.1
2452482.458,283.6
2452483.208,236.7
2452483.333,238.0
2452483.458,238.4
2452484.208,246.9
2452484.333,246.2
2452484.458,245.2
2452485.208,238.6
2452485.333,241.1
2452485.458,238.9
2452486.208,237.6
2452486.333,234.1
2452486.458,229.7
2452487.208,212.9
2452487.333,214.8
2452487.458,213.8
2452488.208,200.6
2452488.333,198.3
2452488.458,196.4
2452489.208,184.8
2452489.333,185.7
2452489.458,186.5
2452490.208,169.9
2452490.333,172.7
2452490.458,169.7
2452491.208,155.5
2452491.333,155.3
2452491.458,153.6
2452492.208,143.8
2452492.333,146.0
2452492.458,145.8
2452493.208,142.3
2452493.333,148.8
2452493.458,145.5
2452494.208,140.0
2452494.333,140.1
2452494.458,140.3
2452495.208,138.2
2452495.333,138.3
2452495.458,141.3
2452496.208,143.3
2452496.333,144.0
2452496.458,145.9
2452497.208,151.3
2452497.333,152.4
2452497.458,154.4
2452498.208,171.4
2452498.333,176.9
2452498.458,177.2
2452499.208,183.2
2452499.333,188.8
2452499.458,184.5
2452500.208,195.6
2452500.333,196.8
2452500.458,199.3
2452501.208,205.7
2452501.333,213.5
2452501.458,211.8
2452502.208,215.7
2452502.333,215.7
2452502.458,219.2
2452503.208,228.5
2452503.333,219.1
2452503.458,221.2
2452504.208,226.9
2452504.333,232.3
2452504.458,233.1
2452505.208,243.3
2452505.333,246.9
2452505.458,244.9
2452506.208,243.4
2452506.333,242.6
2452506.458,249.3
2452507.208,228.8
2452507.333,232.8
2452507.458,232.8
2452508.208,230.9
2452508.333,225.0
2452508.458,227.9
2452509.208,222.0
2452509.333,225.1
2452509.458,225.1
2452510.208,220.8
2452510.333,229.5
2452510.458,219.2
2452511.208,203.6
2452511.333,199.8
2452511.458,192.4
2452512.208,181.6
2452512.333,182.4
2452512.458,182.1
2452513.208,169.3
2452513.333,172.2
2452513.458,176.4
2452514.208,163.6
2452514.333,164.7
2452514.458,165.3
2452515.208,164.9
2452515.333,166.4
2452515.458,166.9
2452516.208,174.4
2452516.333,172.6
2452516.458,172.9
2452517.208,173.5
2452517.458,176.9
2452518.208,183.5
2452518.333,183.7
2452518.458,183.4
2452519.208,185.0
2452519.333,183.8
2452519.458,181.9
2452520.208,176.8
2452520.333,176.9
2452520.458,174.8
2452521.208,177.4
2452521.333,174.4
2452521.458,176.6
2452522.208,176.3
2452522.333,174.2
2452522.458,175.5
2452523.208,188.7
2452523.333,178.1
2452523.458,178.9
2452524.208,178.6
2452524.333,180.9
2452524.458,181.6
2452525.208,186.2
2452525.333,185.6
2452525.458,185.4
2452526.208,192.2
2452526.333,194.4
2452526.458,200.6
2452527.208,214.4
2452527.333,209.0
2452527.458,211.1
2452528.208,222.9
2452528.333,223.5
2452528.458,220.7
2452529.208,221.0
2452529.333,219.0
2452529.458,218.7
2452530.208,216.6
2452530.333,215.1
2452530.458,218.2
2452531.208,210.4
2452531.333,208.6
2452531.458,206.6
2452532.208,208.9
2452532.333,209.2
2452532.458,202.9
2452533.208,193.8
2452533.333,189.9
2452533.458,192.2
2452534.208,185.6
2452534.333,184.5
2452534.458,183.3
2452535.208,195.0
2452535.333,195.9
2452535.458,194.9
2452536.208,185.8
2452536.333,178.4
2452536.458,180.6
2452537.208,169.6
2452537.333,166.7
2452537.458,169.0
2452538.208,170.5
2452538.333,165.8
2452538.458,167.9
2452539.208,161.1
2452539.333,159.8
2452539.458,163.4
2452540.208,160.4
2452540.333,161.1
2452540.458,162.9
2452541.208,153.3
2452541.333,154.8
2452541.458,155.7
2452542.208,156.1
2452542.333,158.9
2452542.458,155.9
2452543.208,155.3
2452543.333,154.2
2452543.458,155.3
2452544.208,146.5
2452544.333,150.6
2452544.458,146.6
2452545.208,154.2
2452545.333,152.2
2452545.458,150.2
2452546.208,147.8
2452546.333,149.1
2452546.458,146.9
2452547.208,136.0
2452547.333,138.6
2452547.458,143.1
2452548.208,142.2
2452548.333,140.1
2452548.458,140.8
2452549.208,138.6
2452549.333,140.1
2452549.458,140.4
2452550.208,136.3
2452550.333,136.0
2452550.458,139.1
2452551.208,140.5
2452551.333,146.1
2452551.458,145.4
2452552.208,156.4
2452552.333,157.6
2452552.458,171.6
2452553.208,153.1
2452553.333,155.1
2452553.458,158.1
2452554.208,160.1
2452554.333,161.6
2452554.458,161.9
2452555.208,164.6
2452555.333,163.5
2452555.458,169.2
2452556.208,164.2
2452556.333,165.1
2452556.458,168.3
2452557.208,166.6
2452557.333,166.8
2452557.458,167.7
2452558.208,170.9
2452558.333,171.4
2452558.458,177.3
2452559.208,176.2
2452559.333,178.7
2452559.458,181.3
2452560.208,181.5
2452560.333,179.7
2452560.458,183.0
2452561.208,179.1
2452561.333,178.3
2452561.458,180.5
2452562.208,178.5
2452562.333,180.2
2452562.458,185.6
2452563.208,175.9
2452563.333,175.7
2452563.458,178.7
2452564.208,189.5
2452564.333,181.4
2452564.458,180.7
2452565.208,175.0
2452565.333,177.7
2452565.458,181.3
2452566.208,170.8
2452566.333,171.3
2452566.458,173.2
2452567.208,175.0
2452567.333,178.1
2452567.458,182.0
2452568.208,182.3
2452568.333,178.7
2452568.458,187.5
2452569.208,178.1
2452569.333,180.8
2452569.458,178.4
2452570.208,171.6
2452570.333,167.7
2452570.458,170.9
2452571.208,171.3
2452571.333,161.9
2452571.458,163.2
2452572.208,157.7
2452572.333,158.5
2452572.458,163.7
2452573.208,172.6
2452573.333,170.9
2452573.458,166.3
2452574.208,154.8
2452574.333,156.1
2452574.458,155.2
2452575.208,156.4
2452575.333,155.2
2452575.458,155.2
2452576.208,145.9
2452576.333,156.3
2452576.458,157.6
2452577.208,159.4
2452577.333,159.4
2452577.458,163.8
2452578.208,171.7
2452578.333,165.3
2452578.458,173.2
2452579.208,164.8
2452579.333,167.7
2452579.458,168.2
2452580.208,162.4
2452580.333,159.7
2452580.458,162.7
2452581.25,160.8
2452581.333,162.1
2452581.416,167.2
2452582.25,168.6
2452582.333,166.5
2452582.416,167.1
2452583.25,173.6
2452583.333,174.4
2452583.416,174.6
2452584.25,180.4
2452584.333,180.0
2452584.416,195.8
2452585.25,179.8
2452585.333,181.2
2452585.416,188.2
2452586.25,185.2
2452586.333,186.4
2452586.416,185.5
2452587.25,196.8
2452587.333,185.5
2452587.416,185.6
2452588.25,188.0
2452588.333,187.0
2452588.416,187.7
2452589.25,181.0
2452589.333,187.7
2452589.416,185.4
2452590.25,184.4
2452590.333,181.0
2452590.416,183.7
2452591.25,172.9
2452591.333,174.6
2452591.416,169.7
2452592.25,178.6
2452592.333,178.6
2452592.416,163.6
2452593.25,177.3
2452593.333,180.2
2452593.416,172.2
2452594.25,193.1
2452594.333,193.2
2452594.416,199.2
2452595.25,192.6
2452595.333,194.8
2452595.416,191.7
2452596.25,181.2
2452596.333,180.5
2452596.416,188.4
2452597.25,175.0
2452597.333,174.8
2452597.416,175.4
2452598.25,165.9
2452598.333,164.3
2452598.416,164.5
2452599.25,162.1
2452599.333,155.3
2452599.416,153.7
2452600.25,143.9
2452600.333,147.2
2452600.416,150.8
2452601.25,143.7
2452601.333,145.5
2452601.416,144.4
2452602.25,143.6
2452602.333,143.8
2452602.416,147.5
2452603.25,143.5
2452603.333,142.5
2452603.416,160.1
2452604.25,136.1
2452604.333,133.2
2452604.416,135.9
2452605.25,138.2
2452605.333,138.5
2452605.416,142.2
2452606.25,139.8
2452606.333,138.8
2452606.416,138.6
2452607.25,134.5
2452607.333,136.0
2452607.416,138.0
2452608.25,136.7
2452608.333,137.5
2452608.416,139.2
2452609.25,141.0
2452609.333,142.1
2452609.416,144.2
2452610.25,144.5
2452610.333,145.5
2452610.416,147.6
2452611.25,140.2
2452611.333,142.0
2452611.416,143.2
2452612.25,140.6
2452612.333,141.8
2452612.416,144.0
2452613.25,143.9
2452613.333,144.5
2452613.416,144.4
2452614.25,142.1
2452614.333,144.4
2452614.416,148.2
2452615.25,143.9
2452615.333,143.9
2452615.416,147.0
2452616.25,144.5
2452616.333,146.6
2452616.416,149.0
2452617.25,147.5
2452617.333,149.8
2452617.416,152.7
2452618.25,152.9
2452618.333,151.6
2452618.416,152.0
2452619.25,152.2
2452619.333,156.5
2452619.416,156.0
2452620.25,146.5
2452620.333,147.7
2452620.416,145.8
2452621.25,139.7
2452621.333,148.4
2452621.416,148.9
2452622.25,159.0
2452622.333,161.8
2452622.416,164.7
2452623.25,176.0
2452623.333,180.1
2452623.416,173.8
2452624.25,200.0
2452624.333,196.6
2452624.416,194.7
2452625.25,194.6
2452625.333,196.5
2452625.416,204.9
2452626.25,197.6
2452626.333,205.8
2452626.416,205.2
2452627.25,193.9
2452627.333,190.6
2452627.416,193.3
2452628.25,183.7
2452628.333,186.7
2452628.416,237.0
2452629.25,187.8
2452629.333,190.3
2452629.416,192.0
2452630.25,178.3
2452630.333,177.9
2452630.416,179.1
2452631.25,169.1
2452631.333,166.4
2452631.416,166.5
2452632.25,152.6
2452632.333,153.7
2452632.416,155.0
2452633.25,142.6
2452633.333,142.5
2452633.416,142.6
2452634.25,127.3
2452634.333,127.6
2452634.416,130.2
2452635.25,119.1
2452635.333,123.2
2452635.416,121.4
2452636.25,111.3
2452636.333,112.7
2452636.416,114.4
2452637.25,111.8
2452637.333,113.1
2452637.416,113.5
2452638.25,109.3
2452638.333,111.0
2452638.416,112.3
2452639.25,107.5
2452639.333,110.1
2452639.416,111.0
2452640.25,107.6
2452640.333,111.3
2452640.416,112.5
2452641.25,109.7
2452641.333,111.2
2452641.416,108.4
2452642.25,110.2
2452642.333,114.4
2452642.416,117.6
2452643.25,127.0
2452643.333,133.1
2452643.416,140.0
2452644.25,135.6
2452644.333,138.2
2452644.416,139.4
2452645.333,143.2
2452645.416,145.8
2452646.25,154.8
2452646.333,156.8
2452646.416,158.7
2452647.25,158.4
2452647.333,157.8
2452647.416,161.6
2452648.25,166.2
2452648.333,168.0
2452648.416,173.4
2452649.25,177.7
2452649.333,176.9
2452649.416,179.6
2452650.25,177.7
2452650.333,178.7
2452650.416,179.8
2452651.25,181.9
2452651.333,182.6
2452651.416,183.0
2452652.25,171.8
2452652.333,167.7
2452652.416,167.6
2452653.25,164.1
2452653.333,166.2
2452653.416,166.8
2452654.25,154.4
2452654.333,158.6
2452654.416,156.5
2452655.25,145.7
2452655.333,145.0
2452655.416,145.6
2452656.25,139.9
2452656.333,139.9
2452656.416,141.2
2452657.25,137.5
2452657.333,137.1
2452657.416,137.0
2452658.25,133.6
2452658.333,133.0
2452658.416,132.7
2452659.25,125.4
2452659.333,126.1
2452659.416,126.0
2452660.25,127.8
2452660.333,133.7
2452660.416,138.4
2452661.25,131.0
2452661.333,129.4
2452661.416,131.4
2452662.25,124.4
2452662.333,125.4
2452662.416,123.7
2452663.25,126.6
2452663.333,131.6
2452663.416,132.7
2452664.25,127.4
2452664.333,125.8
2452664.416,126.7
2452665.25,121.7
2452665.333,124.9
2452665.416,119.5
2452666.25,115.6
2452666.333,121.2
2452666.333,117.2
2452666.416,121.7
2452667.25,116.7
2452667.333,117.7
2452667.416,128.0
2452668.25,120.1
2452668.333,121.8
2452668.416,122.3
2452669.25,122.4
2452669.333,120.7
2452669.416,121.6
2452670.25,117.0
2452670.333,117.6
2452670.416,118.0
2452671.25,116.3
2452671.333,116.9
2452671.416,117.7
2452672.25,118.4
2452672.333,122.1
2452672.416,121.9
2452673.25,125.0
2452673.333,123.0
2452673.416,126.2
2452674.25,126.5
2452674.333,128.7
2452674.416,126.3
2452675.25,131.0
2452675.333,131.0
2452675.416,130.6
2452676.25,134.5
2452676.333,136.2
2452676.416,142.9
2452677.25,144.0
2452677.333,145.4
2452677.416,144.0
2452678.25,143.4
2452678.333,143.3
2452678.416,140.9
2452679.25,137.2
2452679.333,135.4
2452679.416,136.1
2452680.25,137.1
2452680.333,137.6
2452680.416,136.7
2452681.25,132.7
2452681.333,132.6
2452681.416,133.8
2452682.25,133.1
2452682.333,131.4
2452682.416,133.3
2452683.25,127.6
2452683.333,128.2
2452683.416,128.8
2452684.25,129.1
2452684.333,127.3
2452684.416,128.2
2452685.25,128.2
2452685.333,128.1
2452685.416,130.7
2452686.25,121.0
2452686.333,120.6
2452686.416,120.8
2452687.25,114.4
2452687.333,115.7
2452687.416,116.8
2452688.25,109.3
2452688.333,109.4
2452688.416,108.1
2452689.25,107.2
2452689.333,107.4
2452689.416,108.8
2452690.25,111.6
2452690.333,113.6
2452690.416,113.5
2452691.25,115.0
2452691.333,115.7
2452691.416,114.7
2452692.25,116.8
2452692.333,117.0
2452692.416,115.5
2452693.25,103.8
2452693.333,104.3
2452693.416,105.6
2452694.25,101.0
2452694.333,101.8
2452694.416,101.3
2452695.25,99.2
2452695.333,99.9
2452695.416,101.0
2452696.25,99.4
2452696.333,99.5
2452696.416,100.3
2452697.25,106.7
2452697.333,107.2
2452697.416,109.1
2452698.25,115.2
2452698.333,115.4
2452698.416,117.0
2452699.25,124.9
2452699.333,122.6
2452699.416,122.9
2452700.208,132.1
2452700.333,135.6
2452700.458,136.3
2452701.208,130.9
2452701.333,144.7
2452701.458,131.4
2452702.208,138.2
2452702.333,146.5
2452702.458,148.3
2452703.208,144.2
2452703.333,143.6
2452703.458,145.1
2452704.208,144.0
2452704.333,146.2
2452704.458,147.0
2452705.208,144.3
2452705.333,147.9
2452705.458,147.9
2452706.208,148.7
2452706.333,147.6
2452706.458,149.8
2452707.208,148.6
2452707.333,146.2
2452707.458,148.2
2452708.208,150.7
2452708.208,143.4
2452708.333,150.6
2452708.458,150.4
2452709.208,143.7
2452709.333,141.7
2452709.458,142.6
2452710.208,139.4
2452710.333,139.7
2452710.458,141.4
2452711.208,137.7
2452711.333,136.2
2452711.458,136.4
2452712.208,130.6
2452712.333,132.5
2452712.458,131.7
2452713.208,129.8
2452713.333,137.3
2452713.458,132.8
2452714.208,128.1
2452714.333,129.3
2452714.458,130.4
2452715.208,126.6
2452715.333,127.2
2452715.458,127.0
2452716.208,123.1
2452716.333,162.5
2452716.458,123.2
2452717.208,116.0
2452717.333,117.3
2452717.458,118.7
2452718.208,112.6
2452718.333,107.2
2452718.458,106.0
2452719.208,98.0
2452719.333,96.6
2452719.458,95.8
2452720.208,91.0
2452720.333,90.3
2452720.458,90.4
2452721.208,88.1
2452721.333,88.3
2452721.458,88.6
2452722.208,92.0
2452722.333,92.4
2452722.458,92.2
2452723.208,96.1
2452723.333,97.3
2452723.458,98.1
2452724.208,107.3
2452724.333,108.2
2452724.458,109.8
2452725.208,123.6
2452725.333,126.6
2452725.458,129.1
2452726.208,140.2
2452726.333,140.5
2452726.458,141.1
2452727.208,143.7
2452727.333,146.4
2452727.458,147.7
2452728.208,155.6
2452728.333,154.6
2452728.458,152.5
2452729.208,151.2
2452729.333,154.2
2452729.458,153.7
2452730.208,157.5
2452730.333,159.8
2452730.458,159.4
2452731.208,155.3
2452731.333,152.8
2452731.458,152.9
2452732.208,157.5
2452732.333,157.3
2452732.458,158.4
2452733.208,152.9
2452733.333,155.7
2452733.458,155.9
2452734.208,148.8
2452734.333,165.7
2452734.458,152.7
2452735.208,143.7
2452735.333,137.5
2452735.458,137.7
2452736.208,123.1
2452736.333,126.1
2452736.458,123.5
2452737.208,117.4
2452737.333,115.9
2452737.458,116.1
2452738.208,112.9
2452738.333,112.6
2452738.458,114.0
2452739.208,110.2
2452739.333,109.7
2452739.458,109.4
2452740.208,105.3
2452740.333,104.1
2452740.458,103.8
2452741.208,103.6
2452741.333,103.0
2452741.458,102.2
2452742.208,102.4
2452742.333,102.6
2452742.458,100.5
2452743.208,99.1
2452743.333,103.0
2452743.458,104.1
2452744.208,103.5
2452744.333,102.6
2452744.458,103.0
2452745.208,100.5
2452745.333,101.1
2452745.458,100.8
2452746.208,98.5
2452746.333,99.2
2452746.458,99.5
2452747.208,104.0
2452747.333,101.8
2452747.458,109.0
2452748.208,107.2
2452748.333,108.7
2452748.458,109.8
2452749.208,110.9
2452749.333,113.1
2452749.458,112.7
2452750.208,118.4
2452750.333,119.7
2452750.458,118.7
2452751.208,126.5
2452751.333,127.0
2452751.458,130.5
2452752.208,134.8
2452752.333,133.8
2452752.458,131.9
2452753.208,138.2
2452753.333,134.3
2452753.458,135.8
2452754.208,132.5
2452754.333,129.8
2452754.458,132.5
2452755.208,142.5
2452755.333,145.3
2452755.458,145.8
2452756.208,144.9
2452756.333,145.5
2452756.458,150.4
2452757.208,154.3
2452757.333,156.1
2452757.458,151.1
2452758.208,153.9
2452758.333,154.3
2452758.458,155.3
2452759.208,154.0
2452759.333,157.4
2452759.458,156.2
2452760.208,151.8
2452760.333,155.8
2452760.458,154.2
2452761.208,152.0
2452761.333,151.0
2452761.458,154.6
2452762.208,145.3
2452762.333,159.0
2452762.458,148.5
2452763.208,151.2
2452763.333,150.1
2452763.458,146.4
2452764.208,142.8
2452764.333,144.4
2452764.458,141.0
2452765.208,134.5
2452765.333,131.1
2452765.458,131.0
2452766.208,125.3
2452766.333,124.1
2452766.458,123.9
2452767.208,116.1
2452767.333,112.2
2452767.458,111.6
2452768.208,109.0
2452768.333,102.8
2452768.458,102.6
2452769.208,99.7
2452769.333,98.9
2452769.458,99.6
2452770.208,94.8
2452770.333,94.5
2452770.458,94.2
2452771.208,93.1
2452771.333,93.4
2452771.458,93.9
2452772.208,94.2
2452772.333,95.8
2452772.458,96.4
2452773.208,97.6
2452773.333,98.1
2452773.458,97.9
2452774.208,98.3
2452774.333,98.3
2452774.458,99.0
2452775.208,102.0
2452775.333,101.4
2452775.458,101.6
2452776.208,102.9
2452776.333,104.9
2452776.458,105.6
2452777.208,105.2
2452777.333,104.7
2452777.458,106.1
2452778.208,110.3
