time (Julian Date),adjusted_flux (solar flux unit (SFU))
2432231.2,254.0
2432234.2,228.8
2432236.2,179.0
2432237.2,163.7
2432241.2,164.3
2432242.2,192.8
2432243.2,171.2
2432245.2,233.5
2432250.2,306.1
2432251.2,305.9
2432252.2,321.3
2432253.2,345.4
2432255.2,325.8
2432256.2,303.3
2432257.2,305.2
2432258.2,359.6
2432259.2,267.1
2432260.2,223.1
2432262.2,179.7
2432263.2,157.1
2432264.2,141.0
2432265.2,141.1
2432266.2,149.7
2432267.2,159.1
2432269.2,164.4
2432270.2,160.7
2432271.2,181.7
2432272.2,194.3
2432273.2,199.1
2432274.2,226.8
2432275.2,226.9
2432276.2,258.1
2432277.2,252.2
2432278.2,261.0
2432279.2,302.0
2432280.2,296.6
2432281.2,347.6
2432283.2,458.1
2432284.2,425.0
2432285.2,357.7
2432286.2,336.2
2432287.2,300.0
2432288.2,235.6
2432290.2,169.1
2432293.2,158.1
2432294.2,159.9
2432295.2,155.2
2432297.2,159.2
2432298.2,167.2
2432299.2,189.0
2432300.2,229.5
2432301.2,240.6
2432302.2,300.4
2432304.2,285.4
2432305.2,298.3
2432306.2,296.2
2432307.2,262.7
2432308.2,269.3
2432309.2,276.9
2432311.2,267.1
2432312.2,223.5
2432313.2,240.2
2432314.2,230.6
2432315.2,224.6
2432316.2,226.0
2432318.2,240.3
2432319.2,261.2
2432320.2,195.3
2432321.2,185.9
2432322.2,235.6
2432323.2,239.7
2432325.2,253.5
2432326.2,289.3
2432327.2,336.1
2432328.2,301.0
2432329.2,336.0
2432332.2,307.6
2432333.2,301.5
2432334.2,346.7
2432335.2,335.7
2432336.2,297.4
2432337.2,260.7
2432339.2,260.0
2432340.2,225.5
2432341.2,221.1
2432342.2,221.2
2432343.2,216.8
2432344.2,244.8
2432347.2,246.7
2432348.2,188.3
2432349.2,151.1
2432350.2,175.5
2432351.2,176.4
2432353.2,183.6
2432354.2,215.2
2432355.2,259.1
2432356.2,287.1
2432357.2,279.2
2432358.2,296.5
2432360.2,291.7
2432361.2,266.8
2432362.2,270.4
2432363.2,242.4
2432364.2,227.4
2432365.2,252.7
2432367.2,212.7
2432369.2,201.1
2432370.2,202.8
2432371.2,210.5
2432372.2,204.2
2432374.2,216.7
2432375.2,205.5
2432376.2,201.6
2432377.2,211.3
2432378.2,218.0
2432379.2,211.2
2432381.2,223.6
2432382.2,233.4
2432383.2,268.0
2432384.2,280.0
2432385.2,260.0
2432386.2,262.6
2432388.2,252.3
2432389.2,264.7
2432390.2,245.1
2432391.2,244.1
2432392.2,208.2
2432393.2,208.7
2432395.2,169.1
2432396.2,175.2
2432397.2,181.9
2432398.2,218.6
2432399.2,223.2
2432400.2,238.2
2432402.2,251.7
2432403.2,248.6
2432404.2,260.0
2432405.2,304.5
2432406.2,298.2
2432407.2,316.2
2432409.2,323.5
2432410.2,328.2
2432411.2,302.2
2432412.2,304.2
2432413.2,279.0
2432414.2,234.3
2432416.2,208.2
2432417.2,197.0
2432418.2,179.8
2432419.2,164.7
2432420.2,159.5
2432421.2,155.0
2432423.2,156.6
2432424.2,179.3
2432425.2,190.2
2432426.2,199.7
2432427.2,213.7
2432428.2,248.7
2432431.2,264.1
2432432.2,238.6
2432433.2,235.5
2432434.2,231.0
2432435.2,235.2
2432437.2,233.3
2432438.2,222.5
2432439.2,230.4
2432440.2,187.5
2432441.2,183.5
2432442.2,200.8
2432444.2,169.9
2432445.2,161.1
2432446.2,159.7
2432447.2,161.3
2432448.2,157.8
2432449.2,148.4
2432451.2,157.1
2432452.2,184.8
2432453.2,219.5
2432454.2,219.4
2432455.2,209.2
2432456.2,201.8
2432458.2,205.4
2432459.2,228.7
2432460.2,204.5
2432462.2,249.7
2432463.2,271.7
2432465.2,238.1
2432466.2,243.0
2432467.2,236.3
2432468.2,226.7
2432469.2,212.8
2432470.2,202.2
2432471.2,195.4
2432473.2,159.8
2432474.2,151.3
2432475.2,161.0
2432476.2,167.5
2432477.2,151.0
2432479.2,191.6
2432480.2,191.0
2432481.2,213.5
2432482.2,230.9
2432483.2,237.1
2432484.2,237.0
2432486.2,226.1
2432487.2,213.1
2432488.2,198.5
2432489.2,198.0
2432490.2,191.0
2432491.2,188.0
2432493.2,153.6
2432494.2,145.1
2432495.2,146.2
2432496.2,132.9
2432497.2,131.6
2432500.2,133.7
2432502.2,156.5
2432503.2,162.4
2432504.2,167.9
2432505.2,187.8
2432507.2,175.2
2432508.2,184.9
2432509.2,195.1
2432510.2,197.1
2432511.2,208.5
2432512.2,211.6
2432513.2,216.2
2432514.2,203.4
2432515.2,192.7
2432516.2,187.9
2432517.2,181.9
2432518.2,190.3
2432519.2,167.8
2432521.2,175.5
2432522.2,143.7
2432523.2,146.7
2432524.2,139.0
2432525.2,169.9
2432526.2,172.8
2432527.2,170.7
2432528.2,159.3
2432529.2,169.0
2432530.2,165.6
2432531.2,170.6
2432532.2,161.7
2432533.2,176.9
2432535.2,171.9
2432536.2,199.4
2432537.2,203.6
2432538.2,196.0
2432539.2,188.3
2432540.2,176.4
2432542.2,151.7
2432543.2,157.6
2432544.2,149.5
2432546.2,168.9
2432547.2,173.6
2432549.2,181.1
2432550.2,193.8
2432551.2,181.9
2432553.2,201.2
2432554.2,173.3
2432556.2,167.5
2432557.2,170.8
2432558.2,173.4
2432559.2,166.0
2432560.2,147.9
2432561.2,142.0
2432562.2,135.2
2432563.2,138.6
2432564.2,140.4
2432565.2,141.5
2432566.2,137.6
2432567.2,141.8
2432568.2,136.3
2432569.2,138.0
2432570.2,145.6
2432571.2,152.0
2432572.2,144.0
2432573.2,156.3
2432574.2,149.2
2432575.2,145.4
2432577.2,145.1
2432578.2,144.8
2432579.2,132.1
2432581.2,151.7
2432583.2,123.8
2432584.2,127.2
2432585.2,131.1
2432586.2,128.6
2432587.2,131.2
2432588.2,119.3
2432589.2,125.7
2432590.2,118.3
2432591.2,126.5
2432592.2,140.1
2432593.2,136.7
2432594.2,129.5
2432595.2,125.8
2432598.2,138.4
2432599.2,131.0
2432600.2,137.4
2432601.2,148.4
2432602.2,147.2
2432603.2,140.0
2432604.2,141.7
2432605.2,140.9
2432606.2,124.0
2432607.2,129.6
2432608.2,125.0
2432609.2,121.6
2432611.2,117.9
2432612.2,130.7
2432613.2,131.9
2432614.2,118.4
2432615.2,116.8
2432616.2,113.9
2432617.2,122.8
2432619.2,133.1
2432620.2,137.0
2432621.2,150.3
2432622.2,154.7
2432623.2,162.0
2432624.2,152.3
2432625.2,150.7
2432626.2,144.6
2432627.2,133.5
2432628.2,132.7
2432629.2,125.1
2432630.2,123.5
2432631.2,131.7
2432632.2,130.0
2432633.2,124.0
2432634.2,112.8
2432635.2,113.8
2432636.2,120.4
2432641.2,154.3
2432642.2,166.8
2432643.2,170.9
2432644.2,183.2
2432645.2,198.3
2432646.2,199.7
2432647.2,192.5
2432648.2,196.6
2432649.2,187.1
2432650.2,187.7
2432651.2,184.3
2432652.2,195.3
2432654.2,207.6
2432655.2,228.1
2432656.2,250.7
2432657.2,219.4
2432658.2,212.6
2432660.2,214.1
2432661.2,234.2
2432662.2,218.3
2432663.2,228.4
2432664.2,231.1
2432665.2,223.8
2432666.2,235.3
2432667.2,232.7
2432668.2,220.7
2432669.2,229.5
2432670.2,210.1
2432671.2,194.5
2432672.2,187.2
2432673.2,202.5
2432675.2,182.1
2432676.2,205.8
2432677.2,233.4
2432678.2,271.7
2432679.2,302.1
2432680.2,325.0
2432682.2,342.9
2432683.2,326.4
2432684.2,312.6
2432685.2,297.6
2432686.2,289.0
2432687.2,251.4
2432689.2,224.4
2432690.2,197.2
2432691.2,188.0
2432692.2,177.0
2432693.2,192.6
2432694.2,166.6
2432696.2,178.6
2432697.2,179.2
2432698.2,177.0
2432699.2,193.4
2432700.2,200.6
2432701.2,199.3
2432703.2,202.5
2432704.2,206.9
2432705.2,196.4
2432706.2,204.3
2432707.2,205.7
2432708.2,211.6
2432710.2,189.5
2432711.2,208.1
2432712.2,200.2
2432713.2,192.7
2432714.2,177.7
2432715.2,175.1
2432717.2,168.5
2432718.2,163.2
2432719.2,166.7
2432720.2,189.5
2432721.2,203.2
2432722.2,202.7
2432724.2,203.3
2432725.2,204.7
2432726.2,228.1
2432727.2,238.9
2432728.2,227.8
2432729.2,223.8
2432731.2,225.1
2432732.2,216.3
2432733.2,216.3
2432734.2,210.9
2432735.2,203.4
2432736.2,197.6
2432737.2,181.1
2432738.2,171.3
2432739.2,157.6
2432740.2,155.4
2432741.2,152.3
2432742.2,167.4
2432743.2,170.9
2432745.2,182.4
2432746.2,180.1
2432747.2,184.1
2432748.2,192.1
2432749.2,191.2
2432750.2,192.9
2432752.2,179.6
2432753.2,195.9
2432754.2,188.4
2432755.2,197.2
2432756.2,190.5
2432758.2,205.6
2432759.2,190.0
2432760.2,203.2
2432761.2,213.4
2432762.2,211.6
2432763.2,212.4
2432764.2,205.7
2432765.2,212.6
2432766.2,201.0
2432767.2,212.5
2432768.2,226.5
2432769.2,211.9
2432770.2,191.1
2432771.2,189.4
2432772.2,186.8
2432773.2,155.3
2432774.2,149.9
2432775.2,159.6
2432776.2,171.0
2432777.2,144.4
2432778.2,157.2
2432779.2,158.1
2432780.2,165.0
2432781.2,170.3
2432782.2,180.3
2432783.2,201.8
2432784.2,206.1
2432785.2,186.3
2432787.2,189.6
2432788.2,157.5
2432789.2,158.7
2432790.2,167.9
2432791.2,166.1
2432793.2,162.0
2432794.2,149.1
2432795.2,150.3
2432796.2,151.6
2432797.2,143.2
2432798.2,140.4
2432800.2,134.6
2432801.2,138.5
2432802.2,129.3
2432803.2,134.9
2432804.2,134.8
2432805.2,137.8
2432806.2,148.2
2432807.2,165.9
2432808.2,179.0
2432809.2,188.0
2432810.2,192.4
2432811.2,202.7
2432812.2,202.2
2432813.2,226.0
2432814.2,238.5
2432815.2,224.5
2432822.2,166.6
2432823.2,165.7
2432824.2,133.6
2432825.2,127.9
2432826.2,125.7
2432827.2,126.9
2432828.2,126.5
2432829.2,132.5
2432830.2,133.2
2432831.2,131.0
2432832.2,139.1
2432833.2,163.3
2432834.2,145.2
2432837.2,195.7
2432838.2,207.5
2432839.2,200.6
2432840.2,192.0
2432841.2,184.2
2432842.2,179.8
2432843.2,166.0
2432844.2,168.4
2432845.2,169.2
2432846.2,177.6
2432847.2,161.5
2432848.2,161.8
2432849.2,158.8
2432850.2,164.2
2432851.2,156.9
2432852.2,143.1
2432853.2,140.9
2432854.2,153.1
2432855.2,144.2
2432856.2,132.6
2432857.2,137.1
2432858.2,135.8
2432859.2,144.7
2432860.2,153.0
2432861.2,153.9
2432862.2,153.9
2432864.2,186.3
2432865.2,169.9
2432866.2,165.1
2432867.2,171.0
2432868.2,173.9
2432869.2,184.0
2432871.2,178.2
2432872.2,189.7
2432873.2,187.1
2432874.2,194.7
2432875.2,201.8
2432876.2,198.7
2432878.2,181.8
2432879.2,151.0
2432880.2,142.5
2432881.2,145.5
2432882.2,132.8
2432883.2,131.9
2432885.2,124.6
2432886.2,117.0
2432887.2,119.9
2432888.2,122.9
2432889.2,141.1
2432890.2,135.2
2432892.2,151.2
2432893.2,165.9
2432894.2,175.0
2432895.2,179.6
2432896.2,189.3
2432897.2,187.0
2432899.2,200.2
2432900.2,190.8
2432901.2,203.6
2432902.2,207.0
2432903.2,215.0
2432904.2,213.3
2432905.2,228.5
2432906.2,229.7
2432907.2,220.8
2432908.2,227.7
2432909.2,214.6
2432910.2,219.3
2432913.2,201.9
2432914.2,195.6
2432915.2,175.7
2432916.2,183.3
2432917.2,160.9
2432920.2,139.5
2432921.2,141.2
2432922.2,151.3
2432923.2,148.4
2432924.2,141.2
2432925.2,150.8
2432927.2,161.3
2432928.2,161.8
2432929.2,165.6
2432930.2,161.8
2432931.2,166.1
2432932.2,204.2
2432934.2,249.8
2432935.2,205.5
2432936.2,230.0
2432937.2,225.8
2432938.2,201.8
2432939.2,223.4
2432940.2,207.8
2432941.2,186.0
2432942.2,179.3
2432943.2,173.0
2432944.2,165.9
2432945.2,157.8
2432946.2,148.6
2432948.2,172.3
2432949.2,188.0
2432950.2,202.9
2432951.2,212.2
2432952.2,224.1
2432953.2,225.0
2432954.2,239.0
2432955.2,228.2
2432956.2,203.2
2432957.2,212.6
2432958.2,198.7
2432959.2,217.0
2432962.2,230.7
2432963.2,234.8
2432964.2,246.8
2432965.2,241.5
2432966.2,234.4
2432967.2,234.5
2432968.2,216.4
2432969.2,201.6
2432970.2,194.7
2432971.2,189.2
2432972.2,177.1
2432973.2,228.4
2432974.2,189.5
2432976.2,202.9
2432977.2,196.5
2432978.2,199.1
2432979.2,205.1
2432980.2,207.9
2432981.2,207.1
2432982.2,199.0
2432983.2,194.5
2432984.2,213.5
2432985.2,235.4
2432986.2,247.4
2432987.2,227.1
2432988.2,214.9
2432990.2,212.5
2432991.2,217.6
2432992.2,208.7
2432993.2,217.9
2432994.2,222.6
2432995.2,230.4
2432997.2,223.0
2432998.2,197.6
2432999.2,181.8
2433000.2,185.1
2433001.2,178.3
2433002.2,171.1
2433004.2,153.2
2433005.2,159.3
2433006.2,171.9
2433007.2,172.0
2433008.2,156.3
2433009.2,139.2
2433010.2,196.6
2433011.2,188.5
2433012.2,196.8
2433013.2,208.9
2433014.2,198.7
2433015.2,172.9
2433016.2,180.9
2433018.2,182.4
2433019.2,185.9
2433020.2,187.7
2433021.2,177.5
2433023.2,176.2
2433026.2,181.2
2433027.2,198.7
2433028.2,188.4
2433029.2,198.1
2433030.2,179.1
2433032.2,177.0
2433033.2,197.6
2433034.2,192.0
2433035.2,190.8
2433036.2,185.7
2433037.2,160.0
2433039.2,167.6
2433040.2,183.4
2433041.2,176.5
2433042.2,186.7
2433043.2,172.3
2433044.2,166.7
2433046.2,169.0
2433047.2,155.9
2433048.2,139.6
2433049.2,139.7
2433050.2,128.8
2433051.2,142.9
2433053.2,151.7
2433054.2,153.1
2433055.2,159.8
2433056.2,157.2
2433057.2,158.6
2433058.2,152.9
2433060.2,147.7
2433062.2,158.9
2433063.2,149.2
2433064.2,153.7
2433065.2,152.0
2433067.2,165.3
2433068.2,169.8
2433069.2,170.6
2433070.2,161.4
2433071.2,164.5
2433072.2,155.3
2433073.2,154.4
2433074.2,158.0
2433075.2,150.5
2433076.2,154.1
2433077.2,151.0
2433078.2,141.3
2433079.2,148.8
2433080.2,153.8
2433081.2,155.2
2433082.2,148.1
2433083.2,145.8
2433084.2,157.8
2433085.2,149.0
2433086.2,142.0
2433088.2,146.9
2433089.2,154.0
2433090.2,156.6
2433091.2,158.5
2433092.2,165.5
2433093.2,166.9
2433095.2,199.8
2433096.2,215.8
2433097.2,209.2
2433098.2,216.8
2433099.2,189.1
2433100.2,174.9
2433101.2,164.7
2433102.2,154.0
2433103.2,136.7
2433104.2,137.6
2433105.2,137.6
2433106.2,133.5
2433107.2,124.6
2433109.2,118.8
2433110.2,120.6
2433111.2,127.7
2433112.2,136.2
2433113.2,148.6
2433114.2,154.3
2433115.2,147.2
2433116.2,148.1
2433117.2,152.9
2433118.2,170.7
2433119.2,168.9
2433120.2,151.1
2433121.2,167.5
2433123.2,186.0
2433124.2,196.7
2433125.2,210.0
2433126.2,221.9
2433127.2,236.9
2433128.2,228.3
2433129.2,241.6
2433130.2,235.5
2433131.2,200.6
2433132.2,193.0
2433133.2,173.5
2433134.2,170.4
2433135.2,143.8
2433136.2,133.2
2433137.2,120.8
2433138.2,111.1
2433139.2,117.6
2433140.2,112.7
2433141.2,129.4
2433142.2,141.8
2433144.2,164.3
2433145.2,169.0
2433146.2,187.0
2433147.2,192.7
2433148.2,210.2
2433149.2,221.1
2433150.2,219.7
2433151.2,226.2
2433152.2,212.9
2433153.2,220.3
2433154.2,224.6
2433155.2,210.5
2433156.2,197.6
2433158.2,190.0
2433159.2,189.0
2433160.2,185.5
2433161.2,165.9
2433162.2,180.9
2433163.2,181.2
2433165.2,171.8
2433166.2,171.7
2433167.2,167.3
2433168.2,171.0
2433169.2,176.2
2433170.2,171.8
2433172.2,188.7
2433173.2,186.8
2433174.2,206.3
2433175.2,197.7
2433176.2,214.1
2433177.2,197.9
2433178.2,198.2
2433179.2,191.2
2433180.2,181.0
2433181.2,176.6
2433182.2,186.7
2433183.2,171.8
2433184.2,166.6
2433186.2,149.4
2433187.2,145.5
2433188.2,131.5
2433189.2,129.7
2433190.2,128.7
2433191.2,147.7
2433192.2,163.7
2433193.2,164.5
2433194.2,192.1
2433195.2,217.9
2433196.2,239.7
2433197.2,223.6
2433198.2,231.0
2433199.2,238.6
2433200.2,225.7
2433201.2,226.0
2433203.2,214.5
2433204.2,198.1
2433205.2,187.8
2433206.2,188.5
2433207.2,171.7
2433208.2,151.9
2433209.2,146.1
2433210.2,140.1
2433211.2,143.9
2433212.2,147.0
2433214.2,162.2
2433215.2,132.1
2433216.2,126.9
2433217.2,141.0
2433218.2,143.9
2433219.2,145.1
2433221.2,148.7
2433222.2,147.0
2433223.2,149.0
2433224.2,163.8
2433225.2,165.9
2433226.2,170.9
2433228.2,203.1
2433229.2,217.8
2433230.2,210.3
2433231.2,180.9
2433232.2,184.2
2433233.2,167.1
2433235.2,174.6
2433236.2,194.0
2433237.2,198.2
2433238.2,214.8
2433239.2,199.7
2433240.2,183.9
2433242.2,152.9
2433243.2,149.1
2433244.2,152.1
2433245.2,166.4
2433246.2,168.0
2433247.2,167.9
2433248.2,155.6
2433249.2,168.7
2433251.2,180.9
2433252.2,178.9
2433253.2,171.3
2433254.2,171.6
2433256.2,167.3
2433257.2,175.3
2433258.2,168.8
2433259.2,178.0
2433260.2,164.3
2433261.2,167.7
2433262.2,174.4
2433264.2,188.3
2433265.2,160.4
2433266.2,158.7
2433267.2,150.2
2433268.2,153.2
2433270.2,142.2
2433271.2,130.3
2433272.2,132.4
2433273.2,144.1
2433274.2,141.4
2433278.2,153.4
2433279.2,157.9
2433280.2,158.3
2433281.2,153.7
2433283.2,147.0
2433285.2,150.0
2433286.2,145.0
2433287.2,148.4
2433288.2,140.8
2433289.2,131.1
2433290.2,126.4
2433291.2,117.4
2433292.2,112.0
2433294.2,127.2
2433295.2,125.1
2433298.2,127.8
2433299.2,122.8
2433301.2,135.9
2433302.2,166.8
2433303.2,167.7
2433305.2,179.2
2433306.2,193.2
2433307.2,178.8
2433308.2,159.4
2433309.2,161.7
2433310.2,160.8
2433312.2,146.2
2433313.2,132.2
2433314.2,124.7
2433315.2,123.1
2433316.2,119.6
2433317.2,109.9
2433318.2,109.6
2433319.2,97.5
2433320.2,100.4
2433321.2,101.0
2433322.2,103.6
2433323.2,111.2
2433326.2,149.1
2433327.2,158.9
2433328.2,185.0
2433330.2,183.1
2433331.2,191.6
2433333.2,204.0
2433334.2,182.1
2433335.2,174.2
2433336.2,160.4
2433337.2,147.8
2433338.2,135.2
2433340.2,126.3
2433341.2,119.1
2433342.2,115.7
2433343.2,114.5
2433344.2,124.0
2433345.2,124.0
2433347.2,134.7
2433348.2,155.6
2433349.2,151.8
2433350.2,160.7
2433351.2,171.6
2433352.2,160.1
2433354.2,157.3
2433355.2,158.2
2433356.2,156.0
2433357.2,147.6
2433358.2,144.7
2433359.2,134.0
2433361.2,116.7
2433362.2,122.3
2433363.2,112.0
2433365.2,116.5
2433366.2,112.9
2433368.2,116.6
2433369.2,125.3
2433370.2,133.4
2433371.2,142.6
2433372.2,137.9
2433373.2,135.7
2433375.2,156.9
2433376.2,159.5
2433377.2,165.7
2433378.2,166.6
2433380.2,182.0
2433383.2,165.4
2433384.2,172.4
2433385.2,162.2
2433386.2,182.2
2433389.2,163.7
2433390.2,162.9
2433391.2,154.7
2433392.2,132.6
2433393.2,136.1
2433396.2,172.5
2433397.2,177.4
2433398.2,190.6
2433399.2,190.2
2433400.2,179.9
2433403.2,158.7
2433404.2,164.0
2433405.2,160.2
2433406.2,160.3
2433407.2,178.7
2433409.2,180.2
2433410.2,186.0
2433411.2,182.6
2433412.2,169.9
2433413.2,162.6
2433414.2,157.3
2433417.2,139.3
2433418.2,131.5
2433419.2,150.0
2433420.2,155.8
2433421.2,173.5
2433424.2,162.7
2433425.2,169.3
2433427.2,175.6
2433428.2,166.0
2433431.2,138.7
2433432.2,134.3
2433433.2,134.4
2433434.2,124.6
2433435.2,130.9
2433437.2,131.8
2433439.2,127.4
2433440.2,125.3
2433441.2,131.9
2433442.2,139.5
2433445.2,147.1
2433446.2,138.8
2433447.2,143.6
2433448.2,145.8
2433449.2,139.2
2433452.2,128.7
2433453.2,127.3
2433454.2,127.8
2433455.2,131.8
2433456.2,130.5
2433459.2,142.1
2433460.2,135.0
2433461.2,127.0
2433462.2,121.2
2433463.2,124.8
2433466.2,115.4
2433467.2,122.0
2433470.2,140.2
2433473.2,135.3
2433474.2,129.5
2433475.2,125.6
2433476.2,122.5
2433477.2,128.6
2433480.2,130.8
2433481.2,154.3
2433482.2,155.6
2433483.2,157.8
2433484.2,163.5
2433488.2,146.2
2433489.2,145.2
2433490.2,142.5
2433491.2,136.7
2433494.2,141.0
2433495.2,128.0
2433496.2,139.9
2433497.2,150.5
2433498.2,138.5
2433502.2,122.5
2433503.2,117.3
2433504.2,115.5
2433505.2,111.4
2433508.2,120.5
2433509.2,121.8
2433510.2,116.0
2433511.2,131.9
2433512.2,135.3
2433515.2,134.7
2433516.2,129.5
2433517.2,133.3
2433518.2,131.1
2433519.2,130.5
2433522.2,107.6
2433523.2,103.6
2433524.2,101.4
2433525.2,104.4
2433526.2,98.4
2433527.2,93.5
2433528.2,88.3
2433529.2,94.3
2433530.2,95.6
2433531.2,92.5
2433532.2,94.2
2433533.2,89.8
2433534.2,89.3
2433536.2,96.7
2433537.2,98.3
2433538.2,108.4
2433539.2,113.5
2433540.2,113.5
2433543.2,119.1
2433544.2,111.2
2433545.2,110.2
2433546.2,109.3
2433547.2,102.4
2433550.2,96.1
2433551.2,95.5
2433552.2,94.7
2433553.2,94.1
2433554.2,91.1
2433557.2,97.0
2433558.2,93.6
2433559.2,91.4
2433560.2,93.5
2433561.2,91.7
2433565.2,108.0
2433566.2,113.6
2433567.2,107.0
2433568.2,109.2
2433571.2,122.9
2433572.2,120.9
2433573.2,112.3
2433574.2,106.7
2433575.2,94.5
2433578.2,84.6
2433579.2,83.3
2433580.2,88.1
2433581.2,88.0
2433582.2,84.4
2433585.2,99.8
2433586.2,93.3
2433587.2,93.1
2433588.2,96.4
2433589.2,99.8
2433592.2,119.7
2433593.2,112.0
2433594.2,112.1
2433595.2,112.4
2433596.2,112.3
2433599.2,101.1
2433600.2,105.8
2433601.2,109.7
2433602.2,107.1
2433603.2,97.8
2433606.2,85.3
2433607.2,85.7
2433608.2,87.0
2433609.2,79.0
2433610.2,81.0
2433613.2,90.6
2433614.2,101.3
2433615.2,103.4
2433616.2,100.3
2433617.2,107.6
2433620.2,108.5
2433621.2,105.8
2433622.2,114.3
2433623.2,118.1
2433624.2,124.1
2433627.2,126.1
2433628.2,116.4
2433629.2,115.1
2433630.2,101.5
2433631.2,94.7
2433633.2,82.0
2433634.2,81.5
2433635.2,78.2
2433636.2,79.8
2433637.2,78.2
2433638.2,75.2
2433639.2,77.6
2433640.2,78.8
2433643.2,96.6
2433644.2,98.0
2433645.2,97.1
2433649.2,93.7
2433650.2,85.0
2433651.2,98.3
2433652.2,109.7
2433655.2,110.5
2433656.2,108.5
2433657.2,105.2
2433658.2,88.3
2433659.2,85.3
2433662.2,78.7
2433663.2,82.3
2433664.2,81.5
2433665.2,85.2
2433666.2,84.5
2433669.2,99.9
2433670.2,109.7
2433671.2,102.2
2433672.2,127.7
2433673.2,134.6
2433676.2,146.7
2433677.2,144.2
2433678.2,137.6
2433679.2,122.2
2433680.2,126.7
2433683.2,96.9
2433684.2,95.3
2433685.2,84.3
2433686.2,85.6
2433687.2,83.6
2433688.2,97.5
2433690.2,86.4
2433691.2,82.7
2433692.2,91.0
2433693.2,88.1
2433694.2,88.1
2433697.2,98.6
2433698.2,97.0
2433699.2,102.4
2433700.2,105.3
2433701.2,105.7
2433704.2,120.6
2433705.2,113.9
2433706.2,115.1
2433707.2,102.1
2433708.2,95.6
2433711.2,86.6
2433712.2,90.4
2433713.2,84.7
2433714.2,83.8
2433715.2,86.3
2433718.2,85.6
2433719.2,86.2
2433720.2,85.7
2433721.2,85.2
2433722.2,88.2
2433725.2,107.3
2433726.2,110.6
2433727.2,130.0
2433728.2,118.8
2433730.2,147.6
2433733.2,124.5
2433734.2,117.9
2433735.2,107.3
2433736.2,106.6
2433739.2,89.6
2433740.2,88.8
2433741.2,83.0
2433742.2,86.0
2433743.2,92.6
2433746.2,98.2
2433747.2,105.4
2433748.2,108.8
2433749.2,130.2
2433750.2,141.3
2433751.2,143.0
2433752.2,169.1
2433753.2,151.5
2433754.2,155.3
2433755.2,164.5
2433756.2,158.6
2433757.2,156.2
2433760.2,147.4
2433761.2,146.6
2433762.2,143.7
2433764.2,141.0
2433767.2,114.6
2433768.2,110.0
2433769.2,108.7
2433770.2,99.7
2433771.2,96.8
2433774.2,91.8
2433775.2,103.9
2433776.2,115.9
2433777.2,140.9
2433778.2,158.2
2433780.2,213.4
2433781.2,236.7
2433782.2,244.9
2433783.2,247.9
2433784.2,248.9
2433785.2,251.6
2433786.2,254.8
2433787.2,245.9
2433788.2,255.9
2433789.2,242.2
2433790.2,209.3
2433791.2,189.7
2433792.2,175.9
2433793.2,160.2
2433795.2,122.7
2433796.2,115.0
2433797.2,109.5
2433798.2,105.2
2433799.2,100.8
2433803.2,136.0
2433804.2,159.1
2433805.2,192.4
2433806.2,205.6
2433807.2,204.7
2433808.2,197.0
2433809.2,203.9
2433810.2,205.8
2433811.2,211.5
2433812.2,215.7
2433813.2,208.8
2433816.2,205.1
2433817.2,195.1
2433818.2,186.4
2433819.2,170.8
2433820.2,160.8
2433823.2,122.7
2433824.2,104.7
2433825.2,96.5
2433826.2,95.2
2433827.2,92.5
2433829.2,97.7
2433831.2,102.9
2433832.2,105.1
2433833.2,107.2
2433834.2,111.7
2433837.2,143.5
2433838.2,152.7
2433839.2,163.0
2433840.2,159.0
2433841.2,153.9
2433844.2,143.8
2433846.2,126.3
2433847.2,120.2
2433848.2,109.8
2433851.2,96.3
2433852.2,99.4
2433854.2,100.2
2433855.2,98.8
2433858.2,102.2
2433859.2,109.9
2433860.2,109.8
2433861.2,104.1
2433862.2,105.8
2433866.2,134.3
2433867.2,146.8
2433868.2,143.5
2433869.2,158.2
2433872.2,125.9
2433873.2,121.5
2433874.2,119.3
2433875.2,114.8
2433876.2,106.2
2433879.2,104.0
2433880.2,100.0
2433881.2,100.4
2433882.2,101.6
2433883.2,99.1
2433884.2,100.4
2433886.2,93.7
2433887.2,97.6
2433888.2,97.7
2433889.2,99.7
2433890.2,103.1
2433891.2,106.6
2433894.2,109.6
2433895.2,116.0
2433896.2,115.8
2433897.2,126.4
2433900.2,125.9
2433901.2,128.5
2433902.2,131.0
2433903.2,122.8
2433904.2,123.1
2433907.2,111.9
2433908.2,115.7
2433909.2,122.9
2433910.2,127.5
2433911.2,134.7
2433914.2,121.8
2433915.2,110.2
2433916.2,112.7
2433917.2,112.2
2433918.2,105.7
2433921.2,95.0
2433922.2,91.1
2433923.2,100.6
2433924.2,103.4
2433925.2,97.9
2433927.2,98.4
2433929.2,100.6
2433931.2,109.4
2433932.2,119.9
2433935.2,118.6
2433936.2,121.6
2433937.2,120.5
2433938.2,120.1
2433939.2,123.4
2433940.2,111.4
2433941.2,102.9
2433942.2,93.0
2433943.2,88.8
2433944.2,90.3
2433945.2,90.6
2433946.2,99.9
2433947.2,101.8
2433948.2,111.8
2433949.2,109.3
2433950.2,106.8
2433951.2,109.7
2433952.2,105.6
2433953.2,103.0
2433955.2,105.4
2433956.2,112.0
2433957.2,112.0
2433959.2,110.3
