-1.556050E+01,-1.564080E+01,-1.522290E+01,-1.697520E+01,-1.730450E+01,-1.826600E+01,-1.927820E+01,
8.248000E-01,7.754000E-01,7.569000E-01,6.736000E-01,6.382000E-01,5.797000E-01,5.118000E-01,
7.691320E+01,6.791620E+01,5.581650E+01,8.544400E+01,8.195960E+01,1.009417E+02,1.165792E+02,
-1.721000E-01,-1.721000E-01,-1.721000E-01,-1.721000E-01,-1.721000E-01,-1.721000E-01,-1.721000E-01,
5.756000E-03,5.756000E-03,5.756000E-03,5.756000E-03,5.756000E-03,5.756000E-03,5.756000E-03,
-3.635000E-06,-3.635000E-06,-3.635000E-06,-3.635000E-06,-3.635000E-06,-3.635000E-06,-3.635000E-06,
-8.607000E-01,-7.540000E-01,-5.700000E-01,-4.760000E-01,-2.920000E-01,-3.113000E-01,-3.307000E-01,
7.861000E-03,6.850000E-03,5.250000E-03,4.400000E-03,2.800000E-03,2.839000E-03,2.878000E-03,
-5.711000E-06,-4.600000E-06,-3.000000E-06,-2.400000E-06,-8.000000E-07,-1.089000E-06,-1.378000E-06,
1.279100E+00,1.279100E+00,1.290300E+00,1.290300E+00,2.057000E-01,2.057000E-01,1.499000E-03,
-1.576000E-02,-1.576000E-02,-1.547000E-02,-1.547000E-02,-2.912000E-03,-2.911000E-03,-2.399000E-04,
6.499000E-05,6.499000E-05,5.964000E-05,5.964000E-05,1.739000E-05,1.739000E-05,7.006000E-06,
-5.145000E-08,-5.145000E-08,-4.503000E-08,-4.503000E-08,-8.565000E-09,-8.565000E-09,-5.999000E-10,
1.500000E+00,1.500000E+00,1.500000E+00,1.500000E+00,1.500000E+00,1.500000E+00,1.500000E+00,
6.000000E-03,6.000000E-03,6.000000E-03,6.000000E-03,6.000000E-03,6.000000E-03,6.000000E-03,
5.411000E-01,5.515000E-01,5.585000E-01,5.585000E-01,5.585000E-01,5.585000E-01,5.585000E-01,
-2.152000E-01,-2.162000E-01,-1.486000E-01,-1.495000E-01,-8.190000E-02,-8.286000E-02,-2.048000E-01,
4.167000E-03,4.086000E-03,3.263000E-03,3.182000E-03,2.358000E-03,2.278000E-03,3.596000E-03,
1.587000E-06,1.270000E-06,3.143000E-06,2.825000E-06,4.698000E-06,4.381000E-06,-1.587000E-06,
-1.651000E-09,-1.587000E-09,-3.429000E-09,-3.365000E-09,-5.206000E-09,-5.143000E-09,3.175000E-10,
-1.200000E-01,-1.200000E-01,-1.000000E-01,-1.000000E-01,-1.300000E-01,-1.100000E-01,-9.000000E-02,
5.000000E-03,2.500000E-02,2.083000E-02,2.750000E-02,4.389000E-02,3.810000E-02,3.117000E-02,
1.500000E-02,7.500000E-03,6.250000E-03,3.750000E-03,1.821000E-03,1.178000E-03,9.662000E-04,
-1.200000E-01,-1.000000E-01,-1.000000E-01,-9.000000E-02,-8.000000E-02,-7.000000E-02,-5.000000E-02,
2.500000E-02,2.625000E-02,2.617000E-02,2.542000E-02,2.333000E-02,2.125000E-02,1.375000E-02,
7.500000E-03,5.625000E-03,4.250000E-03,3.125000E-03,2.500000E-03,1.875000E-03,1.875000E-03,
-1.698000E-02,-1.249000E-02,-7.879000E-03,-4.882000E-03,-5.195000E-03,-5.017000E-03,-5.455000E-03,
1.448000E-04,1.111000E-04,7.258000E-05,4.692000E-05,4.664000E-05,4.282000E-05,4.273000E-05,
-9.535000E-08,-7.706000E-08,-3.658000E-08,-1.742000E-08,-2.164000E-08,-2.132000E-08,-2.273000E-08,
